;property_type;state;region;lat;lon;area_m2;price_brl
5531;apartment;Rio de Janeiro;Southeast;-22.936.752;-43.175.926;65;767292.45
5532;house;Rio de Janeiro;Southeast;-22.781.237;-41.949.409;;1497191.5
5533;apartment;Rio de Janeiro;Southeast;-22.917.605;-433.928.011;;581526.91
5534;house;Rio de Janeiro;Southeast;-22.801.558;-43.422.932;120;349344.66
5535;apartment;Rio de Janeiro;Southeast;-22.924.566;-43.250.824;61;424030.02
5536;apartment;Rio de Janeiro;Southeast;-22.874.758;-43.267.864;60;429078.02
5537;house;Rio de Janeiro;Southeast;-229.317.119;-43.363.728;212;838427.23
5538;apartment;Rio de Janeiro;Southeast;-229.152.976;-432.537.265;;345201.86
5539;apartment;Rio de Janeiro;Southeast;-22.962.952;-43.183.189;;1514393
5540;apartment;Rio de Janeiro;Southeast;-22.951.765;-43.176.922;94;1257640.86
5541;apartment;Rio de Janeiro;Southeast;-22.941.095;-4.331.498;72;413934.08
5542;apartment;Rio de Janeiro;Southeast;-22.965.425;-43.408.985;63;375795.06
5543;apartment;Rio de Janeiro;Southeast;-22.890.114;-4.327.063;68;479101.27
5544;apartment;Rio de Janeiro;Southeast;-22.944.958;-43.240.059;148;908635.8
5545;apartment;Rio de Janeiro;Southeast;-22.930.389;-43.269.073;;349344.66
5546;house;Rio de Janeiro;Southeast;-229.261.527;-433.657.578;65;319400.84
5547;apartment;Rio de Janeiro;Southeast;-22.894.596;-4.336.084;64;274485.1
5548;apartment;Rio de Janeiro;Southeast;-22.898.928;-4.326.791;65;249531.9
5549;house;Rio de Janeiro;Southeast;-22.912.468;-43.226.757;181;1605256.59
5550;apartment;Rio de Janeiro;Southeast;-22.984.177;-43.212.238;56;1120742.8
5551;apartment;Rio de Janeiro;Southeast;-22.904.787;-43.091.812;75;429194.89
5552;house;Rio de Janeiro;Southeast;-22.535.505;-41.973.385;85;239550.63
5553;house;Rio de Janeiro;Southeast;-23.003.313;-43.440.395;200;1646910.68
5554;apartment;Rio de Janeiro;Southeast;-22.930.645;-43.240.059;130;788520.85
5555;apartment;Rio de Janeiro;Southeast;-22.908.054;-43.103.638;120;636045.06
5556;apartment;Rio de Janeiro;Southeast;-22.902.987;-43.094.185;77;377292.23
5557;apartment;Rio de Janeiro;Southeast;-23.010.663;-43.357.759;77;998127.67
5558;apartment;Rio de Janeiro;Southeast;-2.296.744;-4.321.587;67;878352.35
5559;house;Rio de Janeiro;Southeast;-22.943.913;-43.352.394;197;787522.73
5560;apartment;Rio de Janeiro;Southeast;-22.962.261;-43.421.124;60;297830.6
5561;apartment;Rio de Janeiro;Southeast;-22.922.518;-43.369.705;71;403838.12
5562;apartment;Rio de Janeiro;Southeast;-23.007.157;-43.441.335;81;558414.78
5563;apartment;Rio de Janeiro;Southeast;-22.936.693;-43.183.189;133;1587023
5564;apartment;Rio de Janeiro;Southeast;-230.150.389;-435.199.689;;560509.16
5565;apartment;Rio de Janeiro;Southeast;-22.898.705;-43.043.774;53;399251.07
5566;apartment;Rio de Janeiro;Southeast;-22.968.903;-43.185.005;65;738614.47
5567;apartment;Rio de Janeiro;Southeast;-22.929.174;-43.231.567;90;706716.72
5568;apartment;Rio de Janeiro;Southeast;-229.856.894;-431.911.696;63;1313468.94
5569;apartment;Rio de Janeiro;Southeast;-22.925.093;-43.327.053;75;698689.35
5570;house;Rio de Janeiro;Southeast;-229.179.579;-433.902.099;151;588895.33
5571;apartment;Rio de Janeiro;Southeast;-22.966.846;-43.192.875;82;1277603.42
5572;apartment;Rio de Janeiro;Southeast;-22.968.031;-4.347.411;66;464129.36
5573;apartment;Rio de Janeiro;Southeast;-22.934.788;-43.327.747;82;620835.4
5574;apartment;Rio de Janeiro;Southeast;-22.926.592;-43.256.851;85;345201.86
5575;apartment;Rio de Janeiro;Southeast;-22.953.329;-43.189.819;95;1557079.18
5576;apartment;Rio de Janeiro;Southeast;-22.985.123;-43.195.297;100;1577041.74
5577;apartment;Rio de Janeiro;Southeast;-22.906.288;-43.099.586;;479101.27
5578;apartment;Rio de Janeiro;Southeast;-22.966.091;-43.188.034;;1097940.43
5579;apartment;Rio de Janeiro;Southeast;-23.002.042;-43.341.815;107;1066064.62
5580;apartment;Rio de Janeiro;Southeast;-22.951.616;-43.206.188;65;748595.73
5581;apartment;Rio de Janeiro;Southeast;-22.926.592;-43.256.851;85;379288.51
5582;apartment;Rio de Janeiro;Southeast;-22.979.204;-4.318.985;115;1147846.81
5583;apartment;Rio de Janeiro;Southeast;-2.302.342.586;-4.348.531.365;72;588895.33
5584;apartment;Rio de Janeiro;Southeast;-22.906.288;-43.099.586;70;696620.79
5585;house;Rio de Janeiro;Southeast;-22.943.913;-43.352.394;;558951.47
5586;house;Rio de Janeiro;Southeast;-2.287.089;-43.364.288;64;284466.37
5587;house;Rio de Janeiro;Southeast;-22.927.256;-43.355.835;130;628820.41
5588;apartment;Rio de Janeiro;Southeast;-22.736.795;-42.883.278;;355354.86
5589;apartment;Rio de Janeiro;Southeast;-22.978.764;-43.194.691;80;1004547.35
5590;apartment;Rio de Janeiro;Southeast;-23.008.965;-43.300.224;139;1597004.3
5591;apartment;Rio de Janeiro;Southeast;-230.147.629;-434.516.124;245;948221.29
5592;apartment;Rio de Janeiro;Southeast;-229.161.615;-433.556.283;70;250379.62
5593;apartment;Rio de Janeiro;Southeast;-22.906.979;-43.284.798;64;424030.02
5594;apartment;Rio de Janeiro;Southeast;-2.290.184;-43.112.083;127;698689.35
5595;apartment;Rio de Janeiro;Southeast;-2.301.012;-43.477.063;210;863004.67
5596;apartment;Rio de Janeiro;Southeast;-22.931.902;-43.237.183;164;1596006.17
5597;house;Rio de Janeiro;Southeast;-229.094.814;-432.781.511;221;758577.03
5598;apartment;Rio de Janeiro;Southeast;-229.076;-43.104.118;75;479101.27
5599;apartment;Rio de Janeiro;Southeast;-229.561.305;-430.291.246;80;239550.63
5600;apartment;Rio de Janeiro;Southeast;-22.836.164;-43.322.224;70;339363.39
5601;apartment;Rio de Janeiro;Southeast;-23.001.205;-43.341.537;123;1147846.81
5602;apartment;Rio de Janeiro;Southeast;-229.240.303;-432.626.642;75;593885.94
5603;house;Rio de Janeiro;Southeast;-22.885.574;-431.008;135;548970.21
5604;apartment;Rio de Janeiro;Southeast;-22.938.816;-43.250.439;84;353358.36
5605;apartment;Rio de Janeiro;Southeast;-23.022.637;-43.484.607;97;648782.97
5606;apartment;Rio de Janeiro;Southeast;-230.150.389;-435.199.689;129;519336.85
5607;house;Rio de Janeiro;Southeast;-22.918.674;-43.368.309;95;348346.53
5608;apartment;Rio de Janeiro;Southeast;-22.917.055;-43.386.261;66;394260.42
5609;apartment;Rio de Janeiro;Southeast;-229.223.407;-432.179.683;;449157.45
5610;apartment;Rio de Janeiro;Southeast;-22.879.625;-43.036.491;69;329382.13
5611;apartment;Rio de Janeiro;Southeast;-23.014.772;-4.345.528;;748595.73
5612;house;Rio de Janeiro;Southeast;-2.289.473;-43.346.363;137;658764.27
5613;apartment;Rio de Janeiro;Southeast;-22.966.091;-43.188.034;120;1018090.23
5614;apartment;Rio de Janeiro;Southeast;-22.906.288;-43.099.586;;658764.27
5615;apartment;Rio de Janeiro;Southeast;-22.956.388;-43.375.317;73;646786.73
5616;apartment;Rio de Janeiro;Southeast;-2.289.905;-43.107.021;60;388694.19
5617;house;Rio de Janeiro;Southeast;-2.290.933;-43.387.295;80;636045.06
5618;apartment;Rio de Janeiro;Southeast;-22.927.595;-43.254.066;59;339363.39
5619;apartment;Rio de Janeiro;Southeast;-22.930.389;-43.269.073;156;1210504.82
5620;apartment;Rio de Janeiro;Southeast;-22.966.846;-43.192.875;55;898314.91
5621;apartment;Rio de Janeiro;Southeast;-23.003.313;-43.440.395;62;359325.95
5622;apartment;Rio de Janeiro;Southeast;-22.498.224;-41.925.617;80;249531.9
5623;apartment;Rio de Janeiro;Southeast;-22.984.177;-43.212.238;120;1597004.3
5624;house;Rio de Janeiro;Southeast;-22.969.862;-43.419.693;110;524017.01
5625;house;Rio de Janeiro;Southeast;-229.473.318;-430.612.618;190;998127.67
5626;apartment;Rio de Janeiro;Southeast;-229.223.407;-432.179.683;73;349344.66
5627;house;Rio de Janeiro;Southeast;-22.925.517;-433.522.847;164;577915.91
5628;apartment;Rio de Janeiro;Southeast;-22.972.907;-43.393.208;70;488084.41
5629;apartment;Rio de Janeiro;Southeast;-23.004.445;-43.437.394;74;583904.68
5630;apartment;Rio de Janeiro;Southeast;-22.924.335;-43.234.013;82;555277.43
5631;apartment;Rio de Janeiro;Southeast;-22.941.095;-4.331.498;71;458140.59
5632;apartment;Rio de Janeiro;Southeast;-22.855.333;-43.328.117;75;279475.72
5633;apartment;Rio de Janeiro;Southeast;-23.023.577;-43.471.703;;648782.97
5634;house;Rio de Janeiro;Southeast;-22.924.084;-43.353.516;115;648782.97
5635;apartment;Rio de Janeiro;Southeast;-2.295.116;-43.345.394;68;274130.89
5636;apartment;Rio de Janeiro;Southeast;-223.955.335;-417.923.576;115;555277.43
5637;apartment;Rio de Janeiro;Southeast;-22.913.736;-43.272.068;65;269494.46
5638;apartment;Rio de Janeiro;Southeast;-22.956.388;-43.375.317;121;1102931.08
5639;apartment;Rio de Janeiro;Southeast;-22.891.714;-43.268.375;56;323070.49
5640;apartment;Rio de Janeiro;Southeast;-2.291.893;-43.214.657;129;686524.82
5641;apartment;Rio de Janeiro;Southeast;-22.936.693;-43.183.189;134;1362953.71
5642;apartment;Rio de Janeiro;Southeast;-230.265.405;-43.473.167;;1147846.81
5643;apartment;Rio de Janeiro;Southeast;-22.913.736;-43.272.068;70;353358.36
5644;apartment;Rio de Janeiro;Southeast;-22.896.837;-43.278.645;60;333166.46
5645;apartment;Rio de Janeiro;Southeast;-22.896.912;-43.279.949;68;403838.12
5646;apartment;Rio de Janeiro;Southeast;-22.934.404;-43.358.997;62;459365.88
5647;apartment;Rio de Janeiro;Southeast;-22.941.095;-4.331.498;90;585565.3
5648;apartment;Rio de Janeiro;Southeast;-2.285.273;-43.323.643;79;319400.84
5649;apartment;Rio de Janeiro;Southeast;-229.223.407;-432.179.683;90;588895.33
5650;apartment;Rio de Janeiro;Southeast;-22.947.811;-43.185.612;146;1604173.41
5651;house;Rio de Janeiro;Southeast;-22.950.953;-43.332.497;200;1297565.98
5652;apartment;Rio de Janeiro;Southeast;-22.847.446;-43.302.902;79;349344.66
5653;apartment;Rio de Janeiro;Southeast;-22.935.173;-43.070.477;55;269494.46
5654;apartment;Rio de Janeiro;Southeast;-22.915.693;-43.235.306;180;1097940.43
5655;apartment;Rio de Janeiro;Southeast;-23.001.205;-43.341.537;66;959115.56
5656;apartment;Rio de Janeiro;Southeast;-23.023.577;-43.471.703;85;698689.35
5657;apartment;Rio de Janeiro;Southeast;-22.934.625;-43.335.143;174;1147846.81
5658;house;Rio de Janeiro;Southeast;-22.917.189;-42.216.511;;249531.9
5659;house;Rio de Janeiro;Southeast;-22.788.343;-42.137.508;128;524017.01
5660;apartment;Rio de Janeiro;Southeast;-229.283.333;-432.602.778;120;788520.85
5661;apartment;Rio de Janeiro;Southeast;-22.926.865;-43.237.831;158;959115.56
5662;apartment;Rio de Janeiro;Southeast;-22.836.164;-43.322.224;105;353358.36
5663;apartment;Rio de Janeiro;Southeast;-22.973.068;-43.382.183;83;656236.96
5664;house;Rio de Janeiro;Southeast;-23.017.947;-43.470.734;90;568932.77
5665;house;Rio de Janeiro;Southeast;-229.668.684;-429.082.517;;309419.57
5666;apartment;Rio de Janeiro;Southeast;-22.984.177;-43.212.238;115;1676854.5
5667;apartment;Rio de Janeiro;Southeast;-229.371.104;-431.775.325;110;1305362.95
5668;apartment;Rio de Janeiro;Southeast;-229.807.885;-432.325.575;60;998127.67
5669;house;Rio de Janeiro;Southeast;-229.200.066;-433.990.345;133;598876.59
5670;house;Rio de Janeiro;Southeast;-23.004.841;-43.444.839;180;1197753.22
5671;house;Rio de Janeiro;Southeast;-22.898.705;-43.043.774;220;1197753.22
5672;house;Rio de Janeiro;Southeast;-228.825;-43.356.407;79;358406.32
5673;apartment;Rio de Janeiro;Southeast;-22.916.822;-43.259.113;104;479101.27
5674;house;Rio de Janeiro;Southeast;-22.788.343;-42.137.508;108;698689.35
5675;apartment;Rio de Janeiro;Southeast;-22.892.004;-43.098.717;;279475.72
5676;house;Rio de Janeiro;Southeast;-22.933.168;-43.359.055;120;648782.97
5677;apartment;Rio de Janeiro;Southeast;-22.927.452;-43.179.356;;1297565.98
5678;house;Rio de Janeiro;Southeast;-229.658.124;-434.126.502;120;349344.66
5679;apartment;Rio de Janeiro;Southeast;-22.848.391;-43.269.291;69;299438.28
5680;apartment;Rio de Janeiro;Southeast;-2.290.147;-43.288.322;84;424204.24
5681;apartment;Rio de Janeiro;Southeast;-230.162.666;-434.626.023;135;848408.53
5682;house;Rio de Janeiro;Southeast;-22.465.082;-41.939.487;120;419213.6
5683;apartment;Rio de Janeiro;Southeast;-22.964.071;-43.178.783;102;1292282.02
5684;apartment;Rio de Janeiro;Southeast;-22.935.173;-43.070.477;;314410.19
5685;house;Rio de Janeiro;Southeast;-22.882.391;-43.336.433;132;484605.74
5686;apartment;Rio de Janeiro;Southeast;-22.957.142;-43.196.198;56;797580.31
5687;apartment;Rio de Janeiro;Southeast;-229.021.693;-432.553.512;53;339363.39
5688;apartment;Rio de Janeiro;Southeast;-22.903.034;-43.109.287;90;868371.08
5689;apartment;Rio de Janeiro;Southeast;-2.301.983;-43.479.553;120;690403.73
5690;house;Rio de Janeiro;Southeast;-22.965.937;-43.414.093;100;529007.65
5691;house;Rio de Janeiro;Southeast;-22.939.253;-43.341.537;120;668745.53
5692;apartment;Rio de Janeiro;Southeast;-23.009.256;-43.422.049;128;1269124.54
5693;apartment;Rio de Janeiro;Southeast;-22.921.227;-43.225.548;94;718651.91
5694;apartment;Rio de Janeiro;Southeast;-22.956.388;-43.375.317;166;1397378.74
5695;house;Rio de Janeiro;Southeast;-22.933.952;-42.824.596;136;439176.16
5696;house;Rio de Janeiro;Southeast;-22.888.844;-43.362.473;180;643792.32
5697;apartment;Rio de Janeiro;Southeast;-230.061.004;-434.825.841;80;667847.3
5698;apartment;Rio de Janeiro;Southeast;-23.021.433;-43.486.507;94;627822.29
5699;apartment;Rio de Janeiro;Southeast;-22.966.955;-43.180.164;80;737004.58
5700;apartment;Rio de Janeiro;Southeast;-22.984.787;-43.412.704;70;548970.21
5701;apartment;Rio de Janeiro;Southeast;-22.824.972;-43.330.673;96;555698.37
5702;apartment;Rio de Janeiro;Southeast;-22.847.446;-43.302.902;;294447.66
5703;apartment;Rio de Janeiro;Southeast;-22.939.253;-43.341.537;74;318022.53
5704;apartment;Rio de Janeiro;Southeast;-229.223.407;-432.179.683;76;369307.22
5705;house;Rio de Janeiro;Southeast;-22.531.109;-41.963.455;110;449157.45
5706;apartment;Rio de Janeiro;Southeast;-22.928.982;-43.248.524;70;499063.83
5707;apartment;Rio de Janeiro;Southeast;-22.931.217;-43.097.942;;1497191.5
5708;house;Rio de Janeiro;Southeast;-229.161.598;-433.556.225;;454317.88
5709;house;Rio de Janeiro;Southeast;-229.417.766;-43.024.452;150;499063.83
5710;apartment;Rio de Janeiro;Southeast;-22.928.919;-43.255.779;70;666332.92
5711;house;Rio de Janeiro;Southeast;-22.898.666;-43.256.626;205;1067996.61
5712;apartment;Rio de Janeiro;Southeast;-22.911.106;-43.104.572;120;878352.35
5713;apartment;Rio de Janeiro;Southeast;-229.997.898;-434.160.295;74;628820.41
5714;apartment;Rio de Janeiro;Southeast;-22.930.389;-43.269.073;236;908635.8
5715;apartment;Rio de Janeiro;Southeast;-229.076;-43.104.118;110;399251.07
5716;apartment;Rio de Janeiro;Southeast;-22.936.752;-43.175.926;95;994451.39
5717;apartment;Rio de Janeiro;Southeast;-22.979.899;-43.190.813;66;863004.67
5718;apartment;Rio de Janeiro;Southeast;-22.928.306;-43.230.246;240;898314.91
5719;apartment;Rio de Janeiro;Southeast;-22.925.322;-43.232.567;65;509045.09
5720;apartment;Rio de Janeiro;Southeast;-23.023.577;-43.471.703;86;686524.82
5721;apartment;Rio de Janeiro;Southeast;-22.956.388;-43.375.317;74;533998.3
5722;house;Rio de Janeiro;Southeast;-22.906.544;-43.269.073;;349344.66
5723;house;Rio de Janeiro;Southeast;-22.915.997;-42.805.279;74;279475.72
5724;apartment;Rio de Janeiro;Southeast;-2.298.501;-43.208.004;74;958202.55
5725;apartment;Rio de Janeiro;Southeast;-23.021.433;-43.486.507;103;788520.85
5726;apartment;Rio de Janeiro;Southeast;-22.941.095;-4.331.498;;449157.45
5727;apartment;Rio de Janeiro;Southeast;-22.928.919;-43.255.779;67;529007.65
5728;apartment;Rio de Janeiro;Southeast;-22.890.114;-4.327.063;68;474110.62
5729;apartment;Rio de Janeiro;Southeast;-22.956.388;-43.375.317;95;648782.97
5730;apartment;Rio de Janeiro;Southeast;-22.923.843;-43.358.654;71;447250.73
5731;apartment;Rio de Janeiro;Southeast;-22.917.055;-43.386.261;134;618839.15
5732;apartment;Rio de Janeiro;Southeast;-22.956.388;-43.375.317;145;1133873.05
5733;house;Rio de Janeiro;Southeast;-22.530.443;-4.193.924;66;319819.37
5734;apartment;Rio de Janeiro;Southeast;-2.291.375;-43.266.235;;272590.73
5735;apartment;Rio de Janeiro;Southeast;-23.023.577;-43.471.703;115;752148.51
5736;apartment;Rio de Janeiro;Southeast;-23.014.389;-43.462;202;1147846.81
5737;apartment;Rio de Janeiro;Southeast;-228.979.071;-433.523.109;110;443710.65
5738;apartment;Rio de Janeiro;Southeast;-22.929.174;-43.231.567;141;898314.91
5739;house;Rio de Janeiro;Southeast;-22.941.084;-43.043.533;136;708670.65
5740;apartment;Rio de Janeiro;Southeast;-23.003.313;-43.440.395;154;918277.46
5741;apartment;Rio de Janeiro;Southeast;-22.902.739;-43.104.069;142;1197753.22
5742;apartment;Rio de Janeiro;Southeast;-22.952.101;-43.195.904;56;775545.19
5743;house;Rio de Janeiro;Southeast;-230.179.891;-434.599.132;168;678726.79
5744;apartment;Rio de Janeiro;Southeast;-23.023.204;-43.453.546;87;1015299.64
5745;apartment;Rio de Janeiro;Southeast;-22.962.952;-43.183.189;80;1048034.05
5746;house;Rio de Janeiro;Southeast;-22.924.196;-43.348.736;132;1097940.43
5747;house;Rio de Janeiro;Southeast;-22.908.083;-43.278.721;226;1413433.48
5748;apartment;Rio de Janeiro;Southeast;-22.881.121;-42.016.003;161;748595.73
5749;apartment;Rio de Janeiro;Southeast;-22.943.672;-43.181.221;;683717.44
5750;house;Rio de Janeiro;Southeast;-22.943.913;-43.352.394;89;479101.27
5751;apartment;Rio de Janeiro;Southeast;-22.956.369;-43.175.999;72;1097940.43
5752;house;Rio de Janeiro;Southeast;-22.910.522;-43.285.862;;615853.13
5753;house;Rio de Janeiro;Southeast;-22.788.343;-42.137.508;216;379288.51
5754;apartment;Rio de Janeiro;Southeast;-22.953.041;-43.177.139;73;958202.55
5755;apartment;Rio de Janeiro;Southeast;-22.942.118;-43.371.338;73;328383.98
5756;house;Rio de Janeiro;Southeast;-22.927.038;-433.493;133;898314.91
5757;apartment;Rio de Janeiro;Southeast;-228.980.099;-432.538.314;67;400249.19
5758;house;Rio de Janeiro;Southeast;-229.223.407;-432.179.683;128;997129.54
5759;apartment;Rio de Janeiro;Southeast;-22.906.248;-4.310.947;;585565.3
5760;apartment;Rio de Janeiro;Southeast;-22.888.769;-43.282.413;79;519026.39
5761;house;Rio de Janeiro;Southeast;-228.443.161;-437.649.945;180;1097940.43
5762;house;Rio de Janeiro;Southeast;-23.001.354;-43.327.053;200;997129.54
5763;apartment;Rio de Janeiro;Southeast;-2.288.781;-43.122.623;55;319400.84
5764;apartment;Rio de Janeiro;Southeast;-22.979.204;-4.318.985;66;818464.67
5765;apartment;Rio de Janeiro;Southeast;-22.890.429;-43.089.886;118;1048034.05
5766;apartment;Rio de Janeiro;Southeast;-22.926.739;-43.244.801;60;615853.13
5767;house;Rio de Janeiro;Southeast;-22.898.487;-43.309.757;90;449157.45
5768;apartment;Rio de Janeiro;Southeast;-22.894.562;-43.275.517;64;339363.39
5769;apartment;Rio de Janeiro;Southeast;-22.924.335;-43.234.013;;656236.96
5770;house;Rio de Janeiro;Southeast;-22.788.343;-42.137.508;216;514893.61
5771;house;Rio de Janeiro;Southeast;-22.918.001;-4.325.412;116;499063.83
5772;apartment;Rio de Janeiro;Southeast;-23.000.669;-43.392.197;;1197753.22
5773;apartment;Rio de Janeiro;Southeast;-23.003.313;-43.440.395;107;778539.59
5774;apartment;Rio de Janeiro;Southeast;-22.941.095;-4.331.498;82;514893.61
5775;house;Rio de Janeiro;Southeast;-227.935.512;-431.854.006;129;648782.97
5776;house;Rio de Janeiro;Southeast;-22.929.167;-43.017.059;108;369307.22
5777;apartment;Rio de Janeiro;Southeast;-22.893.942;-43.113.407;60;548970.21
5778;house;Rio de Janeiro;Southeast;-22.943.417;-43.031.635;200;618839.15
5779;apartment;Rio de Janeiro;Southeast;-22.910.378;-43.190.456;;636045.06
5780;apartment;Rio de Janeiro;Southeast;-22.852.203;-43.305.931;100;353358.36
5781;house;Rio de Janeiro;Southeast;-22.932.421;-43.007.343;180;548970.21
5782;apartment;Rio de Janeiro;Southeast;-22.914.701;-43.244.896;;419213.6
5783;apartment;Rio de Janeiro;Southeast;-22.928.919;-43.255.779;80;555698.37
5784;apartment;Rio de Janeiro;Southeast;-22.925.322;-43.232.567;90;535085.5
5785;house;Rio de Janeiro;Southeast;-22.883.171;-43.306.526;166;449157.45
5786;apartment;Rio de Janeiro;Southeast;-22.931.902;-43.237.183;165;1297565.98
5787;apartment;Rio de Janeiro;Southeast;-229.076;-43.104.118;115;966187.6
5788;apartment;Rio de Janeiro;Southeast;-23.000.669;-43.392.197;58;474110.62
5789;apartment;Rio de Janeiro;Southeast;-22.906.933;-43.289.089;176;696620.79
5790;apartment;Rio de Janeiro;Southeast;-23.002.774;-43.392.261;100;948221.29
5791;apartment;Rio de Janeiro;Southeast;-22.906.544;-43.269.073;77;449157.45
5792;apartment;Rio de Janeiro;Southeast;-22.966.846;-43.192.875;150;1597004.3
5793;apartment;Rio de Janeiro;Southeast;-22.919.437;-43.387.928;53;363454.32
5794;apartment;Rio de Janeiro;Southeast;-22.930.645;-43.240.059;84;605757.2
5795;apartment;Rio de Janeiro;Southeast;-230.152.727;-434.602.587;124;848060.07
5796;house;Rio de Janeiro;Southeast;-22.788.343;-42.137.508;63;249531.9
5797;house;Rio de Janeiro;Southeast;-22.941.502;-43.360.142;96;583904.68
5798;apartment;Rio de Janeiro;Southeast;-22.911.106;-43.104.572;102;838427.23
5799;apartment;Rio de Janeiro;Southeast;-22.978.764;-43.194.691;125;1048034.05
5800;apartment;Rio de Janeiro;Southeast;-22.966.955;-43.180.164;110;1277603.42
5801;house;Rio de Janeiro;Southeast;-229.611.505;-433.297.548;;462394.66
5802;apartment;Rio de Janeiro;Southeast;-22.941.902;-43.177.921;116;1277603.42
5803;apartment;Rio de Janeiro;Southeast;-22.906.544;-43.269.073;210;598876.59
5804;apartment;Rio de Janeiro;Southeast;-229.076;-43.104.118;;958202.55
5805;apartment;Rio de Janeiro;Southeast;-2.291.893;-43.214.657;120;948221.29
5806;apartment;Rio de Janeiro;Southeast;-2.300.281;-43.433.752;70;548261.79
5807;apartment;Rio de Janeiro;Southeast;-229.719.512;-431.873.924;80;848702.99
5808;apartment;Rio de Janeiro;Southeast;-22.836.622;-43.263.481;86;1378097.65
5809;apartment;Rio de Janeiro;Southeast;-22.872.278;-4.302.898;53;329382.13
5810;apartment;Rio de Janeiro;Southeast;-22.962.379;-43.218.922;78;1332665.85
5811;apartment;Rio de Janeiro;Southeast;-22.899.759;-43.317.394;82;319400.84
5812;house;Rio de Janeiro;Southeast;-229.228.684;-433.444.473;173;828445.97
5813;apartment;Rio de Janeiro;Southeast;-22.966.846;-43.192.875;;656236.96
5814;apartment;Rio de Janeiro;Southeast;-228.998.363;-433.008.845;70;334372.75
5815;house;Rio de Janeiro;Southeast;-22.912.468;-43.226.757;181;1605256.59
5816;house;Rio de Janeiro;Southeast;-22.930.389;-43.269.073;103;888333.61
5817;apartment;Rio de Janeiro;Southeast;-229.353.581;-433.593.908;;444166.8
5818;apartment;Rio de Janeiro;Southeast;-22.940.298;-43.249.676;97;633811.06
5819;apartment;Rio de Janeiro;Southeast;-22.898.705;-43.043.774;57;289457.01
5820;house;Rio de Janeiro;Southeast;-22.930.389;-43.269.073;125;918277.46
5821;apartment;Rio de Janeiro;Southeast;-22.936.752;-43.175.926;130;1211514.4
5822;apartment;Rio de Janeiro;Southeast;-229.726.123;-431.866.575;67;949739.05
5823;apartment;Rio de Janeiro;Southeast;-22.970.936;-43.394.451;150;757196.48
5824;house;Rio de Janeiro;Southeast;-229.416.309;-433.577.488;182;798502.15
5825;house;Rio de Janeiro;Southeast;-2.280.719;-43.020.702;72;264503.81
5826;apartment;Rio de Janeiro;Southeast;-22.927.038;-433.493;;368502.29
5827;apartment;Rio de Janeiro;Southeast;-22.876.141;-43.082.607;;249531.9
5828;apartment;Rio de Janeiro;Southeast;-22.955.729;-43.190.456;70;1157828.1
5829;apartment;Rio de Janeiro;Southeast;-230.208.546;-434.552.629;85;628820.41
5830;apartment;Rio de Janeiro;Southeast;-2.284.127;-43.323.708;90;332156.85
5831;apartment;Rio de Janeiro;Southeast;-22.912.636;-43.282.539;65;269494.46
5832;apartment;Rio de Janeiro;Southeast;-22.921.227;-43.225.548;63;748595.73
5833;apartment;Rio de Janeiro;Southeast;-22.909.937;-43.279.709;70;282686.67
5834;apartment;Rio de Janeiro;Southeast;-22.928.339;-43.335.056;79;648782.97
5835;house;Rio de Janeiro;Southeast;-229.328.719;-433.575.445;217;598876.59
5836;house;Rio de Janeiro;Southeast;-22.900.654;-43.346.676;73;353358.36
5837;house;Rio de Janeiro;Southeast;-22.918.671;-43.403.999;100;758577.03
5838;apartment;Rio de Janeiro;Southeast;-22.420.542;-43.123.837;;269494.46
5839;apartment;Rio de Janeiro;Southeast;-22.904.787;-43.091.812;53;249531.9
5840;apartment;Rio de Janeiro;Southeast;-22.954.844;-43.053.513;131;1147846.81
5841;apartment;Rio de Janeiro;Southeast;-22.928.339;-43.335.056;208;1497191.5
5842;house;Rio de Janeiro;Southeast;-22.919.926;-43.190.456;178;1217715.75
5843;house;Rio de Janeiro;Southeast;-22.933.952;-42.824.596;120;379288.51
5844;apartment;Rio de Janeiro;Southeast;-22.933.598;-4.324.551;75;636045.06
5845;apartment;Rio de Janeiro;Southeast;-22.824.972;-43.330.673;68;294801.81
5846;apartment;Rio de Janeiro;Southeast;-22.925.322;-43.232.567;60;399251.07
5847;apartment;Rio de Janeiro;Southeast;-22.907.061;-43.270.065;98;414222.98
5848;apartment;Rio de Janeiro;Southeast;-22.893.942;-43.278.301;79;329382.13
5849;house;Rio de Janeiro;Southeast;-22.836.403;-4.329.324;64;302878.6
5850;apartment;Rio de Janeiro;Southeast;-22.851.002;-43.313.465;57;336269.2
5851;apartment;Rio de Janeiro;Southeast;-22.901.562;-43.105.293;110;718651.91
5852;apartment;Rio de Janeiro;Southeast;-22.904.835;-43.103.195;138;1197753.22
5853;apartment;Rio de Janeiro;Southeast;-22.968.903;-43.185.005;140;1527135.36
5854;apartment;Rio de Janeiro;Southeast;-2.294.775;-43.192.875;70;1157828.1
5855;apartment;Rio de Janeiro;Southeast;-22.788.343;-42.137.508;74;284466.37
5856;apartment;Rio de Janeiro;Southeast;-2.284.164;-43.311.272;91;479101.27
5857;apartment;Rio de Janeiro;Southeast;-22.903.921;-430.984;87;748595.73
5858;apartment;Rio de Janeiro;Southeast;-22.881.121;-42.016.003;75;434185.54
