"Cisp";"Ano";"Mês";"Titulo";"Sexo";"Cor";"Idade";"Vítimas"
"41";"2023";"7";"Preconceito de Raça ou de Cor";"Não informado";"Não informada";"Sem informação";1
"41";"2023";"8";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"41";"2023";"8";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"41";"2023";"8";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"41";"2023";"8";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"41";"2023";"8";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";3
"41";"2023";"8";"Preconceito de Raça ou de Cor";"Masculino";"Branca";"18 a 59 anos";1
"41";"2023";"9";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"41";"2023";"9";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"41";"2023";"9";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"42";"2022";"1";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"42";"2022";"1";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"42";"2022";"1";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";3
"42";"2022";"1";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"42";"2022";"1";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"0 a 17 anos";1
"42";"2022";"1";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"42";"2022";"2";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"42";"2022";"2";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"42";"2022";"2";"Injúria por preconceito";"Feminino";"Não informada";"18 a 59 anos";1
"42";"2022";"3";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"42";"2022";"3";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"42";"2022";"4";"Injúria por preconceito";"Masculino";"Branca";"0 a 17 anos";1
"42";"2022";"4";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"42";"2022";"5";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";3
"42";"2022";"5";"Injúria por preconceito";"Masculino";"Branca";"60 anos ou mais";1
"42";"2022";"5";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";3
"42";"2022";"6";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"42";"2022";"6";"Injúria por preconceito";"Masculino";"Não informada";"18 a 59 anos";1
"42";"2022";"6";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"0 a 17 anos";1
"42";"2022";"6";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"42";"2022";"7";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"42";"2022";"7";"Injúria por preconceito";"Masculino";"Negra";"Sem informação";2
"42";"2022";"8";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"42";"2022";"8";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"42";"2022";"8";"Injúria por preconceito";"Masculino";"Não informada";"18 a 59 anos";1
"42";"2022";"8";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"42";"2022";"9";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"42";"2022";"9";"Injúria por preconceito";"Não informado";"Não informada";"Sem informação";1
"42";"2022";"10";"Injúria por preconceito";"Masculino";"Negra";"0 a 17 anos";1
"42";"2022";"10";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"42";"2022";"10";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"42";"2022";"11";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"42";"2022";"11";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";2
"42";"2022";"11";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"42";"2022";"12";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";2
"42";"2022";"12";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"42";"2022";"12";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"42";"2022";"12";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"42";"2022";"12";"Injúria por preconceito";"Feminino";"Amarela";"18 a 59 anos";1
"42";"2022";"12";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"42";"2022";"12";"Injúria por preconceito";"Masculino";"Negra";"Sem informação";1
"42";"2022";"12";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"42";"2023";"1";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"42";"2023";"1";"Injúria por preconceito";"Não informado";"Não informada";"Sem informação";1
"42";"2023";"1";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"42";"2023";"2";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"42";"2023";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"42";"2023";"2";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"42";"2023";"3";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"42";"2023";"3";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"42";"2023";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"42";"2023";"3";"Injúria por preconceito";"Feminino";"Não informada";"Sem informação";1
"42";"2023";"3";"Injúria por preconceito";"Masculino";"Branca";"60 anos ou mais";1
"42";"2023";"3";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"42";"2023";"3";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"42";"2023";"4";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"42";"2023";"4";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";2
"42";"2023";"4";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"42";"2023";"4";"Injúria por preconceito";"Masculino";"Amarela";"60 anos ou mais";1
"42";"2023";"5";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";2
"42";"2023";"5";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"42";"2023";"6";"Injúria por preconceito";"Feminino";"Parda";"0 a 17 anos";1
"42";"2023";"6";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"42";"2023";"6";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";2
"42";"2023";"6";"Injúria por preconceito";"Masculino";"Branca";"60 anos ou mais";1
"42";"2023";"6";"Injúria por preconceito";"Masculino";"Parda";"0 a 17 anos";1
"42";"2023";"6";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"42";"2023";"6";"Injúria por preconceito";"Masculino";"Negra";"0 a 17 anos";1
"42";"2023";"6";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"42";"2023";"6";"Injúria por preconceito";"Masculino";"Não informada";"18 a 59 anos";1
"42";"2023";"6";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"42";"2023";"6";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";2
"42";"2023";"6";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"42";"2023";"6";"Preconceito de Raça ou de Cor";"Não informado";"Não informada";"Sem informação";1
"42";"2023";"7";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";5
"42";"2023";"8";"Injúria por preconceito";"Feminino";"Branca";"0 a 17 anos";1
"42";"2023";"8";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"42";"2023";"8";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"42";"2023";"8";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"42";"2023";"9";"Injúria por preconceito";"Feminino";"Parda";"0 a 17 anos";1
"42";"2023";"9";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";2
"42";"2023";"9";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"42";"2023";"9";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"42";"2023";"9";"Injúria por preconceito";"Não informado";"Negra";"18 a 59 anos";1
"42";"2023";"9";"Preconceito de Raça ou de Cor";"Feminino";"Não informada";"18 a 59 anos";2
"43";"2022";"1";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"43";"2022";"1";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"43";"2022";"1";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";2
"43";"2022";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"43";"2022";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"43";"2022";"3";"Preconceito de Raça ou de Cor";"Feminino";"Não informada";"Sem informação";1
"43";"2022";"4";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"43";"2022";"4";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"43";"2022";"5";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"43";"2022";"6";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"43";"2022";"8";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"43";"2022";"8";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"43";"2022";"10";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"43";"2022";"10";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"43";"2022";"10";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"43";"2022";"11";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"43";"2022";"11";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"43";"2023";"1";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";2
"43";"2023";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"43";"2023";"2";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"43";"2023";"2";"Injúria por preconceito";"Masculino";"Parda";"60 anos ou mais";1
"43";"2023";"2";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"43";"2023";"3";"Injúria por preconceito";"Feminino";"Parda";"0 a 17 anos";1
"43";"2023";"3";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"43";"2023";"3";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"43";"2023";"3";"Injúria por preconceito";"Masculino";"Negra";"60 anos ou mais";1
"43";"2023";"3";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"43";"2023";"3";"Preconceito de Raça ou de Cor";"Masculino";"Branca";"18 a 59 anos";1
"43";"2023";"4";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"43";"2023";"4";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"43";"2023";"4";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"43";"2023";"5";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"60 anos ou mais";2
"43";"2023";"6";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"43";"2023";"6";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"43";"2023";"7";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"43";"2023";"7";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"Sem informação";1
"43";"2023";"7";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"43";"2023";"8";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"43";"2023";"8";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"43";"2023";"8";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"43";"2023";"8";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"43";"2023";"8";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"60 anos ou mais";1
"43";"2023";"8";"Preconceito de Raça ou de Cor";"Masculino";"Branca";"18 a 59 anos";1
"43";"2023";"9";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"43";"2023";"9";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"44";"2022";"2";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"44";"2022";"2";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"44";"2022";"3";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";2
"44";"2022";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"44";"2022";"3";"Injúria por preconceito";"Masculino";"Parda";"0 a 17 anos";1
"44";"2022";"3";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"44";"2022";"4";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"44";"2022";"6";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"44";"2022";"7";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"44";"2022";"7";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";2
"44";"2022";"8";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"44";"2022";"8";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"44";"2022";"8";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"44";"2022";"8";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"44";"2022";"8";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"44";"2022";"9";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"44";"2022";"9";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"44";"2022";"9";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"44";"2022";"10";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"44";"2022";"10";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"44";"2022";"11";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"44";"2022";"12";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"44";"2023";"1";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"44";"2023";"1";"Injúria por preconceito";"Não informado";"Não informada";"Sem informação";1
"44";"2023";"2";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";2
"44";"2023";"3";"Injúria por preconceito";"Masculino";"Branca";"60 anos ou mais";1
"44";"2023";"4";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"44";"2023";"5";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"44";"2023";"6";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"44";"2023";"7";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"44";"2023";"7";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"44";"2023";"8";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"44";"2023";"9";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"48";"2022";"1";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"48";"2022";"1";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"48";"2022";"3";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"48";"2022";"8";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"48";"2022";"10";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"48";"2022";"10";"Injúria por preconceito";"Masculino";"Negra";"Sem informação";1
"48";"2022";"12";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"48";"2023";"2";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"48";"2023";"4";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";2
"48";"2023";"4";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"48";"2023";"5";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"48";"2023";"5";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"48";"2023";"5";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"48";"2023";"5";"Injúria por preconceito";"Masculino";"Branca";"60 anos ou mais";1
"48";"2023";"6";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"48";"2023";"9";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"50";"2022";"1";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"50";"2022";"1";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";2
"50";"2022";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"50";"2022";"3";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"50";"2022";"4";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"50";"2022";"5";"Injúria por preconceito";"Masculino";"Negra";"60 anos ou mais";1
"50";"2022";"6";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"50";"2022";"6";"Injúria por preconceito";"Masculino";"Branca";"60 anos ou mais";1
"50";"2022";"6";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"0 a 17 anos";1
"50";"2022";"7";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"50";"2022";"7";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"50";"2022";"7";"Injúria por preconceito";"Masculino";"Negra";"0 a 17 anos";1
"50";"2022";"7";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"50";"2022";"9";"Injúria por preconceito";"Masculino";"Parda";"0 a 17 anos";1
"50";"2022";"12";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"50";"2023";"8";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"50";"2023";"8";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"51";"2022";"6";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"51";"2022";"6";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"51";"2023";"2";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"51";"2023";"3";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"51";"2023";"5";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"51";"2023";"5";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"51";"2023";"6";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"0 a 17 anos";1
"51";"2023";"6";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"51";"2023";"7";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"51";"2023";"8";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"52";"2022";"1";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"52";"2022";"2";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"52";"2022";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"52";"2022";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"52";"2022";"3";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"52";"2022";"4";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"52";"2022";"4";"Preconceito de Raça ou de Cor";"Não informado";"Não informada";"Sem informação";1
"52";"2022";"5";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"52";"2022";"6";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"52";"2022";"8";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"52";"2022";"8";"Injúria por preconceito";"Masculino";"Negra";"0 a 17 anos";1
"52";"2022";"8";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"52";"2022";"10";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"52";"2022";"11";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"52";"2022";"11";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"52";"2023";"1";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"52";"2023";"1";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"52";"2023";"2";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"52";"2023";"3";"Injúria por preconceito";"Masculino";"Negra";"0 a 17 anos";1
"52";"2023";"3";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"52";"2023";"4";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"52";"2023";"4";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"52";"2023";"4";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"52";"2023";"5";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"52";"2023";"5";"Injúria por preconceito";"Feminino";"Parda";"0 a 17 anos";1
"52";"2023";"6";"Injúria por preconceito";"Feminino";"Parda";"0 a 17 anos";1
"52";"2023";"6";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"52";"2023";"7";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"52";"2023";"7";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"52";"2023";"7";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"52";"2023";"7";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"52";"2023";"8";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"52";"2023";"8";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"52";"2023";"8";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"52";"2023";"8";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"52";"2023";"9";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"52";"2023";"9";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"52";"2023";"9";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"52";"2023";"9";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"0 a 17 anos";2
"53";"2022";"1";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"53";"2022";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"53";"2022";"4";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";2
"53";"2022";"5";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"53";"2022";"6";"Preconceito de Raça ou de Cor";"Masculino";"Branca";"18 a 59 anos";1
"53";"2022";"8";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"53";"2022";"8";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";3
"53";"2022";"9";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"53";"2022";"10";"Injúria por preconceito";"Feminino";"Branca";"0 a 17 anos";1
"53";"2022";"10";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"53";"2022";"10";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"53";"2022";"10";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"53";"2022";"12";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"53";"2022";"12";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"53";"2023";"2";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"53";"2023";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"53";"2023";"3";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"53";"2023";"3";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"53";"2023";"4";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"53";"2023";"4";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"53";"2023";"4";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"53";"2023";"4";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"53";"2023";"5";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"53";"2023";"5";"Preconceito de Raça ou de Cor";"Não informado";"Não informada";"Sem informação";1
"53";"2023";"7";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"53";"2023";"7";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"53";"2023";"8";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"0 a 17 anos";1
"53";"2023";"9";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"53";"2023";"9";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"54";"2022";"1";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";2
"54";"2022";"1";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"54";"2022";"1";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"54";"2022";"1";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"54";"2022";"1";"Preconceito de Raça ou de Cor";"Masculino";"Branca";"18 a 59 anos";1
"54";"2022";"1";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"54";"2022";"1";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";2
"54";"2022";"2";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"54";"2022";"2";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"54";"2022";"3";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"54";"2022";"4";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"0 a 17 anos";1
"54";"2022";"5";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"54";"2022";"5";"Preconceito de Raça ou de Cor";"Masculino";"Branca";"18 a 59 anos";1
"54";"2022";"6";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"54";"2022";"6";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"54";"2022";"7";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"54";"2022";"7";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"54";"2022";"8";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"54";"2022";"8";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"54";"2022";"8";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"54";"2022";"9";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"54";"2022";"11";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"54";"2022";"11";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"54";"2022";"12";"Injúria por preconceito";"Feminino";"Branca";"0 a 17 anos";1
